dataset,method,n_labeled,n_expected_seeds,n_success_seeds,n_failed_seeds,success_rate,failure_statuses,failure_messages_short
segment,self_training_lr,250,3,3,0,1.0,,
segment,self_training_lr,500,3,3,0,1.0,,
segment,self_training_xgboost,50,3,3,0,1.0,,
segment,self_training_xgboost,100,3,3,0,1.0,,
segment,self_training_xgboost,250,3,3,0,1.0,,
segment,self_training_xgboost,500,3,3,0,1.0,,
segment,sslae,50,3,3,0,1.0,,
segment,sslae,100,3,3,0,1.0,,
segment,sslae,250,3,3,0,1.0,,
segment,sslae,500,3,3,0,1.0,,
segment,vime,50,3,3,0,1.0,,
segment,vime,100,3,3,0,1.0,,
segment,vime,250,3,3,0,1.0,,
segment,vime,500,3,3,0,1.0,,
segment,xgboost,50,3,3,0,1.0,,
segment,xgboost,100,3,3,0,1.0,,
segment,xgboost,250,3,3,0,1.0,,
segment,xgboost,500,3,3,0,1.0,,
spambase,catboost,50,3,3,0,1.0,,
spambase,catboost,100,3,3,0,1.0,,
spambase,catboost,250,3,3,0,1.0,,
spambase,catboost,500,3,3,0,1.0,,
spambase,label_propagation,50,3,0,3,0.0,failed_graph_ssl_nan,"GraphSSLNanError: Graph SSL failed after retries. tried_neighbors=[7, 15, 30, 50, 5, 3], n_graph_rows=3670, n_labeled..."
spambase,label_propagation,100,3,2,1,0.6666666666666666,failed_graph_ssl_nan,"GraphSSLNanError: Graph SSL failed after retries. tried_neighbors=[7, 15, 30, 50, 5, 3], n_graph_rows=3660, n_labeled..."
spambase,label_propagation,250,3,3,0,1.0,,
spambase,label_propagation,500,3,3,0,1.0,,
spambase,label_spreading,50,3,0,3,0.0,failed_graph_ssl_nan,"GraphSSLNanError: Graph SSL failed after retries. tried_neighbors=[7, 15, 30, 50, 5, 3], n_graph_rows=3670, n_labeled..."
spambase,label_spreading,100,3,2,1,0.6666666666666666,failed_graph_ssl_nan,"GraphSSLNanError: Graph SSL failed after retries. tried_neighbors=[7, 15, 30, 50, 5, 3], n_graph_rows=3660, n_labeled..."
spambase,label_spreading,250,3,3,0,1.0,,
spambase,label_spreading,500,3,3,0,1.0,,
spambase,lightgbm,50,3,3,0,1.0,,
spambase,lightgbm,100,3,3,0,1.0,,
spambase,lightgbm,250,3,3,0,1.0,,
spambase,lightgbm,500,3,3,0,1.0,,
spambase,logistic_regression,50,3,3,0,1.0,,
spambase,logistic_regression,100,3,3,0,1.0,,
spambase,logistic_regression,250,3,3,0,1.0,,
spambase,logistic_regression,500,3,3,0,1.0,,
spambase,mlp,50,3,3,0,1.0,,
spambase,mlp,100,3,3,0,1.0,,
spambase,mlp,250,3,3,0,1.0,,
spambase,mlp,500,3,3,0,1.0,,
spambase,random_forest,50,3,3,0,1.0,,
spambase,random_forest,100,3,3,0,1.0,,
spambase,random_forest,250,3,3,0,1.0,,
spambase,random_forest,500,3,3,0,1.0,,
spambase,rpl_lite_xgboost,50,3,3,0,1.0,,
spambase,rpl_lite_xgboost,100,3,3,0,1.0,,
spambase,rpl_lite_xgboost,250,3,3,0,1.0,,
spambase,rpl_lite_xgboost,500,3,3,0,1.0,,
spambase,rpl_lr,50,3,3,0,1.0,,
spambase,rpl_lr,100,3,3,0,1.0,,
spambase,rpl_lr,250,3,3,0,1.0,,
spambase,rpl_lr,500,3,3,0,1.0,,
spambase,scarf,50,3,3,0,1.0,,
spambase,scarf,100,3,3,0,1.0,,
spambase,scarf,250,3,3,0,1.0,,
spambase,scarf,500,3,3,0,1.0,,
spambase,self_training_catboost,50,3,3,0,1.0,,
spambase,self_training_catboost,100,3,3,0,1.0,,
spambase,self_training_catboost,250,3,3,0,1.0,,
spambase,self_training_catboost,500,3,3,0,1.0,,
spambase,self_training_lightgbm,50,3,3,0,1.0,,
spambase,self_training_lightgbm,100,3,3,0,1.0,,
spambase,self_training_lightgbm,250,3,3,0,1.0,,
spambase,self_training_lightgbm,500,3,3,0,1.0,,
spambase,self_training_lr,50,3,3,0,1.0,,
spambase,self_training_lr,100,3,3,0,1.0,,
spambase,self_training_lr,250,3,3,0,1.0,,
spambase,self_training_lr,500,3,3,0,1.0,,
spambase,self_training_xgboost,50,3,3,0,1.0,,
spambase,self_training_xgboost,100,3,3,0,1.0,,
spambase,self_training_xgboost,250,3,3,0,1.0,,
spambase,self_training_xgboost,500,3,3,0,1.0,,
spambase,sslae,50,3,3,0,1.0,,
spambase,sslae,100,3,3,0,1.0,,
spambase,sslae,250,3,3,0,1.0,,
spambase,sslae,500,3,3,0,1.0,,
spambase,vime,50,3,3,0,1.0,,
spambase,vime,100,3,3,0,1.0,,
spambase,vime,250,3,3,0,1.0,,
spambase,vime,500,3,3,0,1.0,,
spambase,xgboost,50,3,3,0,1.0,,
spambase,xgboost,100,3,3,0,1.0,,
spambase,xgboost,250,3,3,0,1.0,,
spambase,xgboost,500,3,3,0,1.0,,
steel-plates-fault,catboost,50,3,3,0,1.0,,
steel-plates-fault,catboost,100,3,3,0,1.0,,
steel-plates-fault,catboost,250,3,3,0,1.0,,
steel-plates-fault,catboost,500,3,3,0,1.0,,
steel-plates-fault,label_propagation,50,3,3,0,1.0,,
steel-plates-fault,label_propagation,100,3,3,0,1.0,,
steel-plates-fault,label_propagation,250,3,3,0,1.0,,
steel-plates-fault,label_propagation,500,3,3,0,1.0,,
steel-plates-fault,label_spreading,50,3,3,0,1.0,,
steel-plates-fault,label_spreading,100,3,3,0,1.0,,
steel-plates-fault,label_spreading,250,3,3,0,1.0,,
steel-plates-fault,label_spreading,500,3,3,0,1.0,,
steel-plates-fault,lightgbm,50,3,3,0,1.0,,
steel-plates-fault,lightgbm,100,3,3,0,1.0,,
steel-plates-fault,lightgbm,250,3,3,0,1.0,,
steel-plates-fault,lightgbm,500,3,3,0,1.0,,
steel-plates-fault,logistic_regression,50,3,3,0,1.0,,
steel-plates-fault,logistic_regression,100,3,3,0,1.0,,
steel-plates-fault,logistic_regression,250,3,3,0,1.0,,
steel-plates-fault,logistic_regression,500,3,3,0,1.0,,
steel-plates-fault,mlp,50,3,3,0,1.0,,
steel-plates-fault,mlp,100,3,3,0,1.0,,
steel-plates-fault,mlp,250,3,3,0,1.0,,
steel-plates-fault,mlp,500,3,3,0,1.0,,
steel-plates-fault,random_forest,50,3,3,0,1.0,,
steel-plates-fault,random_forest,100,3,3,0,1.0,,
steel-plates-fault,random_forest,250,3,3,0,1.0,,
steel-plates-fault,random_forest,500,3,3,0,1.0,,
steel-plates-fault,rpl_lite_xgboost,50,3,3,0,1.0,,
steel-plates-fault,rpl_lite_xgboost,100,3,3,0,1.0,,
steel-plates-fault,rpl_lite_xgboost,250,3,3,0,1.0,,
steel-plates-fault,rpl_lite_xgboost,500,3,3,0,1.0,,
steel-plates-fault,rpl_lr,50,3,3,0,1.0,,
steel-plates-fault,rpl_lr,100,3,3,0,1.0,,
steel-plates-fault,rpl_lr,250,3,3,0,1.0,,
steel-plates-fault,rpl_lr,500,3,3,0,1.0,,
steel-plates-fault,scarf,50,3,3,0,1.0,,
steel-plates-fault,scarf,100,3,3,0,1.0,,
steel-plates-fault,scarf,250,3,3,0,1.0,,
steel-plates-fault,scarf,500,3,3,0,1.0,,
steel-plates-fault,self_training_catboost,50,3,3,0,1.0,,
steel-plates-fault,self_training_catboost,100,3,3,0,1.0,,
steel-plates-fault,self_training_catboost,250,3,3,0,1.0,,
steel-plates-fault,self_training_catboost,500,3,3,0,1.0,,
steel-plates-fault,self_training_lightgbm,50,3,3,0,1.0,,
steel-plates-fault,self_training_lightgbm,100,3,3,0,1.0,,
steel-plates-fault,self_training_lightgbm,250,3,3,0,1.0,,
steel-plates-fault,self_training_lightgbm,500,3,3,0,1.0,,
steel-plates-fault,self_training_lr,50,3,3,0,1.0,,
steel-plates-fault,self_training_lr,100,3,3,0,1.0,,
steel-plates-fault,self_training_lr,250,3,3,0,1.0,,
steel-plates-fault,self_training_lr,500,3,3,0,1.0,,
steel-plates-fault,self_training_xgboost,50,3,3,0,1.0,,
steel-plates-fault,self_training_xgboost,100,3,3,0,1.0,,
steel-plates-fault,self_training_xgboost,250,3,3,0,1.0,,
steel-plates-fault,self_training_xgboost,500,3,3,0,1.0,,
steel-plates-fault,sslae,50,3,3,0,1.0,,
steel-plates-fault,sslae,100,3,3,0,1.0,,
steel-plates-fault,sslae,250,3,3,0,1.0,,
steel-plates-fault,sslae,500,3,3,0,1.0,,
steel-plates-fault,vime,50,3,3,0,1.0,,
steel-plates-fault,vime,100,3,3,0,1.0,,
steel-plates-fault,vime,250,3,3,0,1.0,,
steel-plates-fault,vime,500,3,3,0,1.0,,
steel-plates-fault,xgboost,50,3,3,0,1.0,,
steel-plates-fault,xgboost,100,3,3,0,1.0,,
steel-plates-fault,xgboost,250,3,3,0,1.0,,
steel-plates-fault,xgboost,500,3,3,0,1.0,,
