dataset,method,n_labeled,n_expected_seeds,n_success_seeds,n_failed_seeds,success_rate,failure_statuses,failure_messages_short
spambase,scarf,250,3,3,0,1.0,,
spambase,scarf,500,3,3,0,1.0,,
spambase,self_training_catboost,50,3,3,0,1.0,,
spambase,self_training_catboost,100,3,3,0,1.0,,
spambase,self_training_catboost,250,3,3,0,1.0,,
spambase,self_training_catboost,500,3,3,0,1.0,,
spambase,self_training_lightgbm,50,3,3,0,1.0,,
spambase,self_training_lightgbm,100,3,3,0,1.0,,
spambase,self_training_lightgbm,250,3,3,0,1.0,,
spambase,self_training_lightgbm,500,3,3,0,1.0,,
spambase,self_training_lr,50,3,3,0,1.0,,
spambase,self_training_lr,100,3,3,0,1.0,,
spambase,self_training_lr,250,3,3,0,1.0,,
spambase,self_training_lr,500,3,3,0,1.0,,
spambase,self_training_xgboost,50,3,3,0,1.0,,
spambase,self_training_xgboost,100,3,3,0,1.0,,
spambase,self_training_xgboost,250,3,3,0,1.0,,
spambase,self_training_xgboost,500,3,3,0,1.0,,
spambase,sslae,50,3,3,0,1.0,,
spambase,sslae,100,3,3,0,1.0,,
spambase,sslae,250,3,3,0,1.0,,
spambase,sslae,500,3,3,0,1.0,,
spambase,vime_lite,50,3,3,0,1.0,,
spambase,vime_lite,100,3,3,0,1.0,,
spambase,vime_lite,250,3,3,0,1.0,,
spambase,vime_lite,500,3,3,0,1.0,,
spambase,xgboost,50,3,3,0,1.0,,
spambase,xgboost,100,3,3,0,1.0,,
spambase,xgboost,250,3,3,0,1.0,,
spambase,xgboost,500,3,3,0,1.0,,
