dataset,method,n_labeled,n_expected_seeds,n_success_seeds,n_failed_seeds,success_rate,failure_statuses,failure_messages_short
adult,geometric_attention_ssl,100,3,3,0,1.0,,
adult,geometric_attention_ssl,250,3,3,0,1.0,,
adult,geometric_attention_ssl,500,3,3,0,1.0,,
adult,laplacian_ssl,50,3,3,0,1.0,,
adult,laplacian_ssl,100,3,3,0,1.0,,
adult,laplacian_ssl,250,3,3,0,1.0,,
adult,laplacian_ssl,500,3,3,0,1.0,,
adult,tabiclv2_self_training,50,3,3,0,1.0,,
adult,tabiclv2_self_training,100,3,3,0,1.0,,
adult,tabiclv2_self_training,250,3,3,0,1.0,,
adult,tabiclv2_self_training,500,3,3,0,1.0,,
adult,tabpfn3_self_training,50,3,3,0,1.0,,
adult,tabpfn3_self_training,100,3,3,0,1.0,,
adult,tabpfn3_self_training,250,3,3,0,1.0,,
adult,tabpfn3_self_training,500,3,3,0,1.0,,
adult,unlabeled_attention_ssl,50,3,3,0,1.0,,
adult,unlabeled_attention_ssl,100,3,3,0,1.0,,
adult,unlabeled_attention_ssl,250,3,3,0,1.0,,
adult,unlabeled_attention_ssl,500,3,3,0,1.0,,
bank-marketing,embedding_alignment_ssl,50,3,3,0,1.0,,
bank-marketing,embedding_alignment_ssl,100,3,3,0,1.0,,
bank-marketing,embedding_alignment_ssl,250,3,3,0,1.0,,
bank-marketing,embedding_alignment_ssl,500,3,3,0,1.0,,
bank-marketing,geometric_attention_ssl,50,3,3,0,1.0,,
bank-marketing,geometric_attention_ssl,100,3,3,0,1.0,,
bank-marketing,geometric_attention_ssl,250,3,3,0,1.0,,
bank-marketing,geometric_attention_ssl,500,3,3,0,1.0,,
bank-marketing,laplacian_ssl,50,3,3,0,1.0,,
bank-marketing,laplacian_ssl,100,3,3,0,1.0,,
bank-marketing,laplacian_ssl,250,3,3,0,1.0,,
bank-marketing,laplacian_ssl,500,3,3,0,1.0,,
bank-marketing,tabiclv2_self_training,50,3,3,0,1.0,,
bank-marketing,tabiclv2_self_training,100,3,3,0,1.0,,
bank-marketing,tabiclv2_self_training,250,3,3,0,1.0,,
bank-marketing,tabiclv2_self_training,500,3,3,0,1.0,,
bank-marketing,tabpfn3_self_training,50,3,3,0,1.0,,
bank-marketing,tabpfn3_self_training,100,3,3,0,1.0,,
bank-marketing,tabpfn3_self_training,250,3,3,0,1.0,,
bank-marketing,tabpfn3_self_training,500,3,3,0,1.0,,
bank-marketing,unlabeled_attention_ssl,50,3,3,0,1.0,,
bank-marketing,unlabeled_attention_ssl,100,3,3,0,1.0,,
bank-marketing,unlabeled_attention_ssl,250,3,3,0,1.0,,
bank-marketing,unlabeled_attention_ssl,500,3,3,0,1.0,,
electricity,embedding_alignment_ssl,50,3,3,0,1.0,,
electricity,embedding_alignment_ssl,100,3,3,0,1.0,,
electricity,embedding_alignment_ssl,250,3,3,0,1.0,,
electricity,embedding_alignment_ssl,500,3,3,0,1.0,,
electricity,geometric_attention_ssl,50,3,3,0,1.0,,
electricity,geometric_attention_ssl,100,3,3,0,1.0,,
electricity,geometric_attention_ssl,250,3,3,0,1.0,,
electricity,geometric_attention_ssl,500,3,3,0,1.0,,
electricity,laplacian_ssl,50,3,3,0,1.0,,
electricity,laplacian_ssl,100,3,3,0,1.0,,
electricity,laplacian_ssl,250,3,3,0,1.0,,
electricity,laplacian_ssl,500,3,3,0,1.0,,
electricity,tabiclv2_self_training,50,3,3,0,1.0,,
electricity,tabiclv2_self_training,100,3,3,0,1.0,,
electricity,tabiclv2_self_training,250,3,3,0,1.0,,
electricity,tabiclv2_self_training,500,3,3,0,1.0,,
electricity,tabpfn3_self_training,50,3,3,0,1.0,,
electricity,tabpfn3_self_training,100,3,3,0,1.0,,
electricity,tabpfn3_self_training,250,3,3,0,1.0,,
electricity,tabpfn3_self_training,500,3,3,0,1.0,,
electricity,unlabeled_attention_ssl,50,3,3,0,1.0,,
electricity,unlabeled_attention_ssl,100,3,3,0,1.0,,
electricity,unlabeled_attention_ssl,250,3,3,0,1.0,,
electricity,unlabeled_attention_ssl,500,3,3,0,1.0,,
jannis,embedding_alignment_ssl,50,3,3,0,1.0,,
jannis,embedding_alignment_ssl,100,3,3,0,1.0,,
jannis,embedding_alignment_ssl,250,3,3,0,1.0,,
jannis,embedding_alignment_ssl,500,3,3,0,1.0,,
jannis,geometric_attention_ssl,50,3,3,0,1.0,,
jannis,geometric_attention_ssl,100,3,3,0,1.0,,
jannis,geometric_attention_ssl,250,3,3,0,1.0,,
jannis,geometric_attention_ssl,500,3,3,0,1.0,,
jannis,laplacian_ssl,50,3,3,0,1.0,,
jannis,laplacian_ssl,100,3,3,0,1.0,,
jannis,laplacian_ssl,250,3,3,0,1.0,,
jannis,laplacian_ssl,500,3,3,0,1.0,,
jannis,tabiclv2_self_training,50,3,3,0,1.0,,
jannis,tabiclv2_self_training,100,3,3,0,1.0,,
jannis,tabiclv2_self_training,250,3,3,0,1.0,,
jannis,tabiclv2_self_training,500,3,3,0,1.0,,
jannis,tabpfn3_self_training,50,3,3,0,1.0,,
jannis,tabpfn3_self_training,100,3,3,0,1.0,,
jannis,tabpfn3_self_training,250,3,3,0,1.0,,
jannis,tabpfn3_self_training,500,3,3,0,1.0,,
jannis,unlabeled_attention_ssl,50,3,3,0,1.0,,
jannis,unlabeled_attention_ssl,100,3,3,0,1.0,,
jannis,unlabeled_attention_ssl,250,3,3,0,1.0,,
jannis,unlabeled_attention_ssl,500,3,3,0,1.0,,
phoneme,embedding_alignment_ssl,50,3,3,0,1.0,,
phoneme,embedding_alignment_ssl,100,3,3,0,1.0,,
phoneme,embedding_alignment_ssl,250,3,3,0,1.0,,
phoneme,embedding_alignment_ssl,500,3,3,0,1.0,,
phoneme,geometric_attention_ssl,50,3,3,0,1.0,,
phoneme,geometric_attention_ssl,100,3,3,0,1.0,,
phoneme,geometric_attention_ssl,250,3,3,0,1.0,,
phoneme,geometric_attention_ssl,500,3,3,0,1.0,,
phoneme,laplacian_ssl,50,3,3,0,1.0,,
phoneme,laplacian_ssl,100,3,3,0,1.0,,
phoneme,laplacian_ssl,250,3,3,0,1.0,,
phoneme,laplacian_ssl,500,3,3,0,1.0,,
phoneme,tabiclv2_self_training,50,3,3,0,1.0,,
phoneme,tabiclv2_self_training,100,3,3,0,1.0,,
phoneme,tabiclv2_self_training,250,3,3,0,1.0,,
phoneme,tabiclv2_self_training,500,3,3,0,1.0,,
phoneme,tabpfn3_self_training,50,3,3,0,1.0,,
phoneme,tabpfn3_self_training,100,3,3,0,1.0,,
phoneme,tabpfn3_self_training,250,3,3,0,1.0,,
phoneme,tabpfn3_self_training,500,3,3,0,1.0,,
phoneme,unlabeled_attention_ssl,50,3,3,0,1.0,,
phoneme,unlabeled_attention_ssl,100,3,3,0,1.0,,
phoneme,unlabeled_attention_ssl,250,3,3,0,1.0,,
phoneme,unlabeled_attention_ssl,500,3,3,0,1.0,,
satimage,embedding_alignment_ssl,50,3,3,0,1.0,,
satimage,embedding_alignment_ssl,100,3,3,0,1.0,,
satimage,embedding_alignment_ssl,250,3,3,0,1.0,,
satimage,embedding_alignment_ssl,500,3,3,0,1.0,,
satimage,geometric_attention_ssl,50,3,3,0,1.0,,
satimage,geometric_attention_ssl,100,3,3,0,1.0,,
satimage,geometric_attention_ssl,250,3,3,0,1.0,,
satimage,geometric_attention_ssl,500,3,3,0,1.0,,
satimage,laplacian_ssl,50,3,3,0,1.0,,
satimage,laplacian_ssl,100,3,3,0,1.0,,
satimage,laplacian_ssl,250,3,3,0,1.0,,
satimage,laplacian_ssl,500,3,3,0,1.0,,
satimage,tabiclv2_self_training,50,3,3,0,1.0,,
satimage,tabiclv2_self_training,100,3,3,0,1.0,,
satimage,tabiclv2_self_training,250,3,3,0,1.0,,
satimage,tabiclv2_self_training,500,3,3,0,1.0,,
satimage,tabpfn3_self_training,50,3,3,0,1.0,,
satimage,tabpfn3_self_training,100,3,3,0,1.0,,
satimage,tabpfn3_self_training,250,3,3,0,1.0,,
satimage,tabpfn3_self_training,500,3,3,0,1.0,,
satimage,unlabeled_attention_ssl,50,3,3,0,1.0,,
satimage,unlabeled_attention_ssl,100,3,3,0,1.0,,
satimage,unlabeled_attention_ssl,250,3,3,0,1.0,,
satimage,unlabeled_attention_ssl,500,3,3,0,1.0,,
segment,embedding_alignment_ssl,50,3,3,0,1.0,,
segment,embedding_alignment_ssl,100,3,3,0,1.0,,
segment,embedding_alignment_ssl,250,3,3,0,1.0,,
segment,embedding_alignment_ssl,500,3,3,0,1.0,,
segment,geometric_attention_ssl,50,3,3,0,1.0,,
segment,geometric_attention_ssl,100,3,3,0,1.0,,
segment,geometric_attention_ssl,250,3,3,0,1.0,,
segment,geometric_attention_ssl,500,3,3,0,1.0,,
segment,laplacian_ssl,50,3,3,0,1.0,,
segment,laplacian_ssl,100,3,3,0,1.0,,
segment,laplacian_ssl,250,3,3,0,1.0,,
segment,laplacian_ssl,500,3,3,0,1.0,,
segment,tabiclv2_self_training,50,3,3,0,1.0,,
segment,tabiclv2_self_training,100,3,3,0,1.0,,
segment,tabiclv2_self_training,250,3,3,0,1.0,,
segment,tabiclv2_self_training,500,3,3,0,1.0,,
segment,tabpfn3_self_training,50,3,3,0,1.0,,
segment,tabpfn3_self_training,100,3,3,0,1.0,,
segment,tabpfn3_self_training,250,3,3,0,1.0,,
segment,tabpfn3_self_training,500,3,3,0,1.0,,
segment,unlabeled_attention_ssl,50,3,3,0,1.0,,
segment,unlabeled_attention_ssl,100,3,3,0,1.0,,
segment,unlabeled_attention_ssl,250,3,3,0,1.0,,
segment,unlabeled_attention_ssl,500,3,3,0,1.0,,
spambase,embedding_alignment_ssl,50,3,3,0,1.0,,
spambase,embedding_alignment_ssl,100,3,3,0,1.0,,
spambase,embedding_alignment_ssl,250,3,3,0,1.0,,
spambase,embedding_alignment_ssl,500,3,3,0,1.0,,
spambase,geometric_attention_ssl,50,3,3,0,1.0,,
spambase,geometric_attention_ssl,100,3,3,0,1.0,,
spambase,geometric_attention_ssl,250,3,3,0,1.0,,
spambase,geometric_attention_ssl,500,3,3,0,1.0,,
spambase,laplacian_ssl,50,3,3,0,1.0,,
spambase,laplacian_ssl,100,3,3,0,1.0,,
spambase,laplacian_ssl,250,3,3,0,1.0,,
spambase,laplacian_ssl,500,3,3,0,1.0,,
spambase,tabiclv2_self_training,50,3,3,0,1.0,,
spambase,tabiclv2_self_training,100,3,3,0,1.0,,
spambase,tabiclv2_self_training,250,3,3,0,1.0,,
spambase,tabiclv2_self_training,500,3,3,0,1.0,,
spambase,tabpfn3_self_training,50,3,3,0,1.0,,
spambase,tabpfn3_self_training,100,3,3,0,1.0,,
spambase,tabpfn3_self_training,250,3,3,0,1.0,,
spambase,tabpfn3_self_training,500,3,3,0,1.0,,
spambase,unlabeled_attention_ssl,50,3,3,0,1.0,,
spambase,unlabeled_attention_ssl,100,3,3,0,1.0,,
spambase,unlabeled_attention_ssl,250,3,3,0,1.0,,
spambase,unlabeled_attention_ssl,500,3,3,0,1.0,,
steel-plates-fault,embedding_alignment_ssl,50,3,3,0,1.0,,
steel-plates-fault,embedding_alignment_ssl,100,3,3,0,1.0,,
steel-plates-fault,embedding_alignment_ssl,250,3,3,0,1.0,,
steel-plates-fault,embedding_alignment_ssl,500,3,3,0,1.0,,
steel-plates-fault,geometric_attention_ssl,50,3,3,0,1.0,,
steel-plates-fault,geometric_attention_ssl,100,3,3,0,1.0,,
steel-plates-fault,geometric_attention_ssl,250,3,3,0,1.0,,
steel-plates-fault,geometric_attention_ssl,500,3,3,0,1.0,,
steel-plates-fault,laplacian_ssl,50,3,3,0,1.0,,
steel-plates-fault,laplacian_ssl,100,3,3,0,1.0,,
steel-plates-fault,laplacian_ssl,250,3,3,0,1.0,,
steel-plates-fault,laplacian_ssl,500,3,3,0,1.0,,
steel-plates-fault,tabiclv2_self_training,50,3,3,0,1.0,,
steel-plates-fault,tabiclv2_self_training,100,3,3,0,1.0,,
steel-plates-fault,tabiclv2_self_training,250,3,3,0,1.0,,
steel-plates-fault,tabiclv2_self_training,500,3,3,0,1.0,,
steel-plates-fault,tabpfn3_self_training,50,3,3,0,1.0,,
steel-plates-fault,tabpfn3_self_training,100,3,3,0,1.0,,
steel-plates-fault,tabpfn3_self_training,250,3,3,0,1.0,,
steel-plates-fault,tabpfn3_self_training,500,3,3,0,1.0,,
steel-plates-fault,unlabeled_attention_ssl,50,3,3,0,1.0,,
steel-plates-fault,unlabeled_attention_ssl,100,3,3,0,1.0,,
steel-plates-fault,unlabeled_attention_ssl,250,3,3,0,1.0,,
steel-plates-fault,unlabeled_attention_ssl,500,3,3,0,1.0,,
